# Select by flag: 0=uniformly populated footprint; 1=ridge line; 2,3= upper(N) and lower(S) footprint bounds
# ra                   dec                    D      flag  
  236.3984524297623    4.422603394382378      22.0   0     
  237.4481101401991    5.368773358511244      22.0   0     
  245.4990538554008    8.072246387523492      22.0   0     
  229.63783350647213   0.10791921504895895    22.0   0     
  234.37290447528864   4.2225158022189895     22.0   0     
  247.9337357184033    9.146810319703714      22.0   0     
  232.36132744764376   1.7086882870987508     22.0   0     
  233.9838337369508    3.059883084364853      22.0   0     
  221.4060756177972    -9.553821417651347     22.0   0     
  233.50906429530727   2.9440265475120446     22.0   0     
  236.19028350226733   4.877249153764106      22.0   0     
  223.21480135441342   -5.535049775339695     22.0   0     
  221.87295531350696   -8.386400452377826     22.0   0     
  225.37203888209478   -4.867997702794058     22.0   0     
  228.8561808619247    -0.6701708481877058    22.0   0     
  237.8765368021875    5.228424856736252      22.0   0     
  225.69733092492714   -3.9746632514026126    22.0   0     
  232.47368326260778   2.051214748178561      22.0   0     
  244.98058880098804   8.759763889508173      22.0   0     
  225.27796587427153   -2.9386954061612234    22.0   0     
  221.56340341893412   -8.853069469039381     22.0   0     
  226.1321784704567    -3.1327715714103226    22.0   0     
  229.60120894149122   -0.9341401876497624    22.0   0     
  239.15060781231196   5.534257085177095      22.0   0     
  235.78920771175152   3.7422331192532634     22.0   0     
  230.4000372870424    0.5701289152650699     22.0   0     
  226.80090756642937   -2.854889303673985     22.0   0     
  223.78815699867016   -6.813686505011126     22.0   0     
  226.62265052233224   -2.0201971755854897    22.0   0     
  228.16929826052422   -1.1126900260915926    22.0   0     
  225.47230614985656   -4.183877390690153     22.0   0     
  239.3812903082882    5.946758273077455      22.0   0     
  228.7666306221485    -1.0864152520739987    22.0   0     
  232.9661717804369    2.7210273098983384     22.0   0     
  227.49068490230988   -1.9882170169899338    22.0   0     
  236.85812723913946   3.849907056635066      22.0   0     
  239.84279871729635   5.830549910267757      22.0   0     
  246.28706402170693   8.786019746222172      22.0   0     
  225.25816050021544   -3.9708780023778396    22.0   0     
  223.38157741395995   -6.513254511708676     22.0   0     
  240.43473619248388   6.005256884485135      22.0   0     
  239.94853974086854   5.6652675513625965     22.0   0     
  243.05643984482114   7.910409263454738      22.0   0     
  223.18785149016068   -7.017925648227344     22.0   0     
  224.56228023413803   -5.852251191411696     22.0   0     
  240.3842258846302    6.745627172519493      22.0   0     
  225.6066801246273    -4.581862301617032     22.0   0     
  245.31751082717085   7.67301199798022       22.0   0     
  238.35795078819774   5.644395578570485      22.0   0     
  234.95777622698085   3.6235717707282307     22.0   0     
  231.75195069353157   2.4101837287792325     22.0   0     
  240.32180596469763   6.780632919380077      22.0   0     
  236.05412067819236   4.059268996261491      22.0   0     
  221.03369575255567   -8.984323144096113     22.0   0     
  222.15448505971557   -6.7740226893349735    22.0   0     
  247.34702867428732   8.067419363095757      22.0   0     
  224.89547899245048   -4.661470915001589     22.0   0     
  226.65803005488212   -1.8978149160334925    22.0   0     
  235.9915466763537    4.270230789482603      22.0   0     
  239.77055317773215   6.475579171104561      22.0   0     
  229.1352172662976    0.5605406324529073     22.0   0     
  241.6112571125651    6.582252032301065      22.0   0     
  230.96666585569062   1.979585848618955      22.0   0     
  222.43802549092942   -7.975923088607227     22.0   0     
  241.74638965592573   6.78564254731825       22.0   0     
  225.16675498303763   -4.949266244549818     22.0   0     
  225.81563061849323   -2.8546259223618673    22.0   0     
  244.33556713369003   7.795604820136545      22.0   0     
  229.8549357341257    1.4580171872715963     22.0   0     
  228.62013029756648   -1.504252879924344     22.0   0     
  227.47894661785213   -2.495037569355412     22.0   0     
  222.91825855344965   -6.514108542657138     22.0   0     
  237.25943449368518   4.664780303716391      22.0   0     
  225.86460008693632   -3.8250708394892374    22.0   0     
  238.15945535411151   4.695707957432656      22.0   0     
  223.5018727374532    -6.020954622714854     22.0   0     
  229.72359107142165   1.5780485947995366     22.0   0     
  243.9018151921488    7.471669844320701      22.0   0     
  229.20557753555187   -0.05753788775871975   22.0   0     
  221.34403168116825   -7.654268755546685     22.0   0     
  246.7523971064195    8.263288041451663      22.0   0     
  238.21750055073812   5.247790469768459      22.0   0     
  229.16102457575977   0.12465592967404826    22.0   0     
  229.03106099149272   -0.7402440724382449    22.0   0     
  239.56993604934203   5.235543488904971      22.0   0     
  239.85913553628222   6.011335755447285      22.0   0     
  241.9740226927049    6.906262762220783      22.0   0     
  226.75937105297908   -2.6122132702696526    22.0   0     
  224.19659979454266   -6.273360007770763     22.0   0     
  236.07294276890633   4.311715379480963      22.0   0     
  235.67274556636363   4.5757138040133185     22.0   0     
  244.20419270187682   6.87578328228684       22.0   0     
  231.2202914111842    2.570372079849327      22.0   0     
  226.13594438946603   -3.8136788326581614    22.0   0     
  243.01998628499587   6.392719498089379      22.0   0     
  229.2025699589081    -0.17018041481399504   22.0   0     
  237.9400310550406    5.259048893310946      22.0   0     
  228.09627019205126   -0.2784782340458315    22.0   0     
  240.7563266630648    6.864574958501989      22.0   0     
  220.15298761029155   -11.035972142062889    22.0   0     
  241.92374211110572   6.31084027395967       22.0   0     
  225.974816827234     -2.7615657629332366    22.0   0     
  245.73961707923198   7.493683788238547      22.0   0     
  225.36868911230846   -3.3060666852094927    22.0   0     
  227.99066100029137   -0.8446551009379547    22.0   0     
  237.95149901435596   4.651162714037941      22.0   0     
  246.2953908001704    9.116689322880047      22.0   0     
  236.95792084073977   4.883813172210772      22.0   0     
  242.58392341878337   6.867654233590057      22.0   0     
  224.23783949587101   -5.31501634911882      22.0   0     
  224.6201239134879    -4.770354025225058     22.0   0     
  223.72296377360917   -6.636903654305392     22.0   0     
  220.39665252365054   -11.255751825966856    22.0   0     
  231.33355365455077   2.2912603728597376     22.0   0     
  237.25365656374848   4.796575602515801      22.0   0     
  226.06700840084642   -3.922048631751296     22.0   0     
  239.49731484540172   4.945670394563769      22.0   0     
  221.00163766049644   -10.167327093155066    22.0   0     
  224.05787143437655   -4.970756988907255     22.0   0     
  235.4932944301105    3.8983177476979103     22.0   0     
  220.75329398861652   -9.339049180138153     22.0   0     
  220.1365185926262    -9.780302969348034     22.0   0     
  231.26575553048858   2.301191430754778      22.0   0     
  221.2463504587452    -8.941840362152947     22.0   0     
  235.2217636204668    3.9483137120317346     22.0   0     
  221.22343047673365   -8.218447250791263     22.0   0     
  223.51471594175865   -6.166084662199223     22.0   0     
  226.76657529743238   -2.536835615098129     22.0   0     
  241.84585827297732   6.827853405127537      22.0   0     
  223.95991028506106   -6.096838153385677     22.0   0     
  239.72671134745679   5.234511112073777      22.0   0     
  223.41980664030103   -5.345005735020113     22.0   0     
  221.87090181330717   -8.618716296907342     22.0   0     
  247.03175459606348   8.58443453043077       22.0   0     
  235.6400901779357    3.9037856776395707     22.0   0     
  219.64463372275213   -12.051220933125128    22.0   0     
  225.34539784289484   -4.13920363117926      22.0   0     
  225.5189986805613    -4.080738323191916     22.0   0     
  242.62005911984406   7.702295730892697      22.0   0     
  222.86686984663683   -6.956629514213371     22.0   0     
  245.34965770156956   8.122239386469316      22.0   0     
  225.06407376621328   -3.553519119587482     22.0   0     
  237.75385802688513   4.880498242797279      22.0   0     
  230.01481675870443   1.7022975999767145     22.0   0     
  241.6125215645146    6.835777272650815      22.0   0     
  235.41310687887358   4.4442199687842665     22.0   0     
  242.45359747862162   7.181205773318881      22.0   0     
  221.68631766817424   -8.969519088896561     22.0   0     
  227.87307862177104   -1.427841461762596     22.0   0     
  241.54278289565104   7.029390113409731      22.0   0     
  223.29160679312554   -5.9022844090387565    22.0   0     
  244.44114980921103   8.025109143870369      22.0   0     
  224.4037511088       -6.026811778941361     22.0   0     
  243.16398062618964   6.644415204139425      22.0   0     
