#deg,kpc
#RA      DEC  Rhel  Flag
   2.5  +10.1 20.   0
   2.4  +10.2 20.   0
   2.4  +10.2 20.   0
   2.3  +10.3 20.   0
   2.3  +10.4 20.   0
   2.2  +10.5 20.   0
   2.2  +10.6 20.   0
   2.1  +10.6 20.   0
   2.1  +10.7 20.   0
   2.0  +10.8 20.   0
   2.0  +10.9 20.   0
   1.9  +11.0 20.   0
   1.9  +11.1 20.   0
   1.8  +11.1 20.   0
   1.8  +11.2 20.   0
   1.7  +11.3 20.   0
   1.7  +11.4 20.   0
   1.6  +11.5 20.   0
   1.6  +11.5 20.   0
   1.5  +11.6 20.   0
   1.5  +11.7 20.   0
   1.4  +11.8 20.   0
   1.4  +11.9 20.   0
   1.3  +11.9 20.   0
   1.3  +12.0 20.   0
   1.2  +12.1 20.   0
   1.2  +12.2 20.   0
   1.1  +12.3 20.   0
   1.1  +12.4 20.   0
   1.0  +12.4 20.   0
   1.0  +12.5 20.   0
   0.9  +12.6 20.   0
   0.9  +12.7 20.   0
   0.8  +12.8 20.   0
   0.8  +12.8 20.   0
   0.7  +12.9 20.   0
   0.6  +13.0 20.   0
   0.6  +13.1 20.   0
   0.5  +13.2 20.   0
   0.5  +13.2 20.   0
   0.4  +13.3 20.   0
   0.4  +13.4 20.   0
   0.3  +13.5 20.   0
   0.3  +13.6 20.   0
   0.2  +13.6 20.   0
   0.2  +13.7 20.   0
   0.1  +13.8 20.   0
   0.1  +13.9 20.   0
   0.0  +14.0 20.   0
 360.0  +14.1 20.   0
 359.9  +14.1 20.   0
 359.9  +14.2 20.   0
 359.8  +14.3 20.   0
 359.8  +14.4 20.   0
 359.7  +14.5 20.   0
 359.7  +14.5 20.   0
 359.6  +14.6 20.   0
 359.6  +14.7 20.   0
 359.5  +14.8 20.   0
 359.4  +14.9 20.   0
 359.4  +14.9 20.   0
 359.3  +15.0 20.   0
 359.3  +15.1 20.   0
 359.2  +15.2 20.   0
 359.2  +15.3 20.   0
 359.1  +15.4 20.   0
 359.1  +15.4 20.   0
 359.0  +15.5 20.   0
 359.0  +15.6 20.   0
 358.9  +15.7 20.   0
 358.9  +15.8 20.   0
 358.8  +15.8 20.   0
 358.8  +15.9 20.   0
 358.7  +16.0 20.   0
