# Imp On TrackName         Name                TrackRefs       TrackRefsLatex                        Notes from-Members width_phi2 width_phi2_Ref width_pm_phi1_cosphi2 width_pm_phi1_cosphi2_Ref width_pm_phi2 width_pm_phi2_Ref total_v_sigma total_v_sigma_Ref Lv_stream L_Ref     width_comment
  st  0  NGC2808-I21       NGC2808             ibata2021       Ibata2021                             GC    0            0.6        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC288-I21        NGC288              ibata2021       Ibata2021                             GC    0            1.3        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  NGC288-S20        NGC288              sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  NGC3201-I21       NGC3201             ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  NGC3201-P21       NGC3201-Gjoll       palau2021       Palau2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  Gjoll-I21         NGC3201-Gjoll       ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  NGC5053-L06       NGC5053             lauchner2006    Lauchner2006                          GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------   apparent
  st  0  NGC5466-G06       NGC5466             grillmair2006   Grillmair2006_5466                    GC    0            0.6        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  NGC5466-I21       NGC5466             ibata2021       Ibata2021                             GC    0            0.3        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC5466-J21       NGC5466             jensen2021      Jensen2021                            GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  NGC6101-I21       NGC6101             ibata2021       Ibata2021                             GC    0            0.4        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC6362-S20       NGC6362             sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC6397-I21       NGC6397             ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  OmegaCen-I21      OmegaCen-Fimbulthul ibata2021       Ibata2021                             GC    0            2.4        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  OmegaCen-S20      OmegaCen-Fimbulthul sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  po  0  Ophiuchus-B14     Ophiuchus           bernard2014     Bernard2014                           -     0            0.05       Bernard2014    -9.0                  -----------               -9.0          ------------      -9.0          -----------       1400000.0 --------  apparent
  st  1  Ophiuchus-C20     Ophiuchus           caldwell2020    Caldwell2020                          -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Orinoco-G17       Orinoco             grillmair2017   Grillmair2017_south                   -     0            0.3        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  Chenab-S19        Orphan-Chenab       shipp2019       Shipp2019,Shipp2018                   -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  Orphan-I21        Orphan-Chenab       ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  Orphan-K19        Orphan-Chenab       koposov2019     Koposov2019                           -     1            0.8        Koposov2019    0.25                  Koposov2019               0.21          Koposov2019       -1.0          Koposov2019       0.0       --------  apparent
  st  1  Orphan-K23        Orphan-Chenab       koposov2023     Koposov2023                           -     0            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  Pal13-S20         Pal13               shipp2020       Shipp2020                             GC    0            0.25       Shipp2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Pal15-M17         Pal15               myeong2017      Myeong2017,Harris1996                 GC    0            0.1        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  Pal5-I21          Pal5                ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Pal5-PW19         Pal5                pricewhelan2019 PriceWhelan2019_pal5,Bonaca2020       GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  Pal5-S20          Pal5                starkman2020    Starkman2020                          GC    0            0.3        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  ep  1  Palca-S18         Palca               shipp2018       Shipp2018                             -     0            0.8        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Parallel-W18      Parallel            weiss2018       Weiss2018                             -     0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Pegasus-P19       Pegasus             perottoni2019   Perottoni2019                         -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Perpendicular-W18 Perpendicular       weiss2018       Weiss2018                             -     0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Phlegethon-I21    Phlegethon          ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Phoenix-S19       Phoenix             shipp2019       Shipp2019,Balbinot2016                -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  po  1  PS1-A-B16         PS1-A               bernard2016     Bernard2016                           -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  po  1  PS1-B-B16         PS1-B               bernard2016     Bernard2016                           -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
